,weathersit,temp,atemp,hum,windspeed
644,1,0.14,0.2121,0.93,0.0
645,1,0.14,0.2121,0.93,0.0
646,1,0.14,0.2121,0.86,0.0
647,1,0.14,0.2121,0.86,0.0
648,2,0.14,0.2121,0.86,0.0
649,2,0.16,0.2273,0.8,0.0
650,2,0.18,0.2424,0.8,0.0
651,1,0.22,0.2727,0.75,0.0
652,1,0.3,0.3182,0.52,0.1045
653,1,0.28,0.2879,0.61,0.1045
654,1,0.28,0.303,0.61,0.0896
655,1,0.3,0.3333,0.56,0.0
656,1,0.3,0.3333,0.56,0.0
657,1,0.3,0.2879,0.56,0.194
658,1,0.26,0.2576,0.65,0.1642
659,1,0.26,0.2576,0.65,0.194
660,2,0.26,0.2727,0.65,0.1045
661,2,0.24,0.2424,0.7,0.1642
662,2,0.24,0.2273,0.7,0.194
663,2,0.24,0.2121,0.65,0.2836
664,2,0.24,0.2273,0.65,0.2239
665,1,0.22,0.2121,0.64,0.2537
666,1,0.22,0.2273,0.64,0.194
667,1,0.22,0.2273,0.64,0.194
668,1,0.2,0.197,0.59,0.2239
669,1,0.18,0.1667,0.64,0.2836
670,1,0.16,0.1364,0.69,0.3284
671,2,0.16,0.1364,0.64,0.2836
672,2,0.16,0.1364,0.59,0.2836
673,2,0.16,0.1364,0.59,0.2985
674,2,0.16,0.1515,0.59,0.194
675,2,0.16,0.1515,0.59,0.194
676,2,0.18,0.2121,0.55,0.1045
677,2,0.16,0.2273,0.59,0.0
678,2,0.18,0.197,0.55,0.1343
679,2,0.16,0.1818,0.59,0.1343
680,2,0.16,0.1818,0.56,0.194
681,2,0.16,0.1515,0.59,0.194
682,2,0.16,0.1515,0.55,0.2239
683,1,0.3,0.3182,0.61,0.1045
684,3,0.16,0.1667,0.59,0.1642
685,3,0.16,0.197,0.59,0.0896
686,2,0.16,0.1818,0.59,0.1045
687,2,0.16,0.197,0.64,0.0896
688,2,0.16,0.1818,0.64,0.1045
689,2,0.16,0.1818,0.69,0.1045
690,2,0.16,0.2273,0.69,0.0
691,2,0.16,0.2273,0.69,0.0
692,3,0.14,0.2121,0.93,0.0
693,3,0.14,0.2121,0.93,0.0
694,3,0.16,0.2273,0.93,0.0
695,3,0.16,0.2273,0.93,0.0
696,2,0.16,0.2273,0.93,0.0
697,2,0.16,0.2273,0.93,0.0
698,2,0.18,0.2424,0.86,0.0
699,2,0.2,0.2576,0.86,0.0
700,2,0.2,0.2576,0.86,0.0
701,2,0.22,0.2576,0.8,0.0896
702,2,0.24,0.2879,0.75,0.0
703,2,0.24,0.2424,0.75,0.1343
704,2,0.24,0.2879,0.75,0.0
705,2,0.24,0.2576,0.81,0.1045
706,2,0.24,0.2424,0.81,0.1343
707,2,0.22,0.2273,0.87,0.1343
708,2,0.22,0.2273,0.87,0.1343
709,2,0.22,0.2576,0.87,0.0896
710,3,0.2,0.197,0.93,0.194
711,3,0.22,0.2424,0.93,0.1045
712,3,0.22,0.2273,0.93,0.194
713,3,0.22,0.2273,0.93,0.1343
714,3,0.22,0.2273,0.93,0.1343
715,3,0.22,0.2121,0.93,0.2836
716,3,0.22,0.2424,0.93,0.1045
717,3,0.22,0.2424,0.93,0.1045
718,3,0.22,0.2121,0.93,0.2239
719,3,0.22,0.2121,0.93,0.2239
720,2,0.24,0.2576,0.93,0.0896
721,2,0.22,0.2727,1.0,0.0
722,2,0.24,0.2273,0.93,0.194
723,2,0.24,0.2273,0.93,0.2239
724,1,0.34,0.3333,0.93,0.1642
725,1,0.38,0.3939,0.82,0.3881
726,1,0.38,0.3939,0.76,0.3284
727,1,0.36,0.3333,0.71,0.2985
728,1,0.36,0.3182,0.53,0.5224
729,1,0.34,0.2879,0.42,0.5522
730,1,0.28,0.2424,0.45,0.4925
731,1,0.24,0.197,0.48,0.5522
732,1,0.22,0.197,0.47,0.3284
733,1,0.22,0.2121,0.44,0.2537
734,1,0.2,0.1667,0.44,0.4478
735,1,0.2,0.1667,0.4,0.4478
736,1,0.2,0.1515,0.44,0.5224
737,1,0.18,0.1667,0.43,0.2537
738,1,0.18,0.1667,0.43,0.2537
739,1,0.16,0.1364,0.5,0.2985
740,1,0.16,0.1364,0.43,0.3582
741,1,0.14,0.1212,0.5,0.3284
742,1,0.14,0.1212,0.5,0.3582
743,1,0.16,0.1364,0.47,0.2985
744,1,0.18,0.1515,0.43,0.3284
745,1,0.18,0.1364,0.43,0.4478
746,1,0.2,0.1818,0.4,0.3582
747,1,0.2,0.1667,0.4,0.4179
748,1,0.22,0.197,0.37,0.3881
749,1,0.22,0.197,0.37,0.3284
750,1,0.22,0.2121,0.37,0.2537
751,1,0.2,0.197,0.4,0.194
752,1,0.2,0.2121,0.4,0.1642
753,1,0.2,0.2576,0.4,0.0
754,1,0.2,0.2273,0.47,0.0896
755,1,0.18,0.2121,0.55,0.1045
756,1,0.18,0.2121,0.51,0.0896
757,1,0.2,0.2273,0.47,0.1045
758,2,0.2,0.2576,0.44,0.0
759,2,0.16,0.2273,0.59,0.0
760,2,0.14,0.1667,0.63,0.1045
761,2,0.14,0.1667,0.63,0.1045
762,2,0.14,0.1515,0.63,0.1343
763,2,0.16,0.2273,0.55,0.0
764,1,0.14,0.2121,0.59,0.0
765,1,0.14,0.1515,0.74,0.1343
766,2,0.16,0.1818,0.8,0.1343
767,2,0.2,0.2121,0.51,0.1343
768,1,0.22,0.2273,0.51,0.1642
769,2,0.24,0.2424,0.48,0.1642
770,2,0.26,0.2576,0.5,0.2239
771,2,0.28,0.2727,0.45,0.1642
772,2,0.28,0.2727,0.48,0.2537
773,2,0.3,0.2879,0.42,0.2239
774,2,0.26,0.2727,0.56,0.1343
775,2,0.24,0.2576,0.6,0.1045
776,2,0.24,0.2424,0.65,0.1343
777,2,0.24,0.2424,0.65,0.1642
778,2,0.24,0.2424,0.7,0.1642
779,2,0.24,0.2424,0.65,0.1642
780,2,0.24,0.2424,0.7,0.1343
781,2,0.24,0.2424,0.7,0.1642
782,2,0.24,0.2424,0.65,0.1642
783,2,0.24,0.2424,0.75,0.1642
784,2,0.24,0.2424,0.75,0.1642
785,3,0.22,0.2273,0.93,0.1343
786,3,0.2,0.2273,1.0,0.0896
787,3,0.2,0.2576,1.0,0.0
788,3,0.22,0.2576,0.93,0.0896
789,3,0.2,0.2273,1.0,0.0896
790,3,0.2,0.2273,1.0,0.0896
791,3,0.2,0.2121,1.0,0.1343
792,3,0.22,0.2273,1.0,0.1343
793,3,0.22,0.2273,1.0,0.1642
794,3,0.22,0.2273,1.0,0.1642
795,3,0.22,0.2727,1.0,0.0
796,3,0.22,0.2727,1.0,0.0
797,3,0.22,0.2273,1.0,0.1343
798,2,0.24,0.2121,1.0,0.2836
799,2,0.28,0.2424,0.93,0.4478
800,2,0.28,0.2424,0.93,0.4478
801,1,0.3,0.2879,0.87,0.2537
802,1,0.26,0.2576,1.0,0.194
803,1,0.26,0.2727,0.93,0.1343
804,1,0.26,0.2576,0.93,0.2239
805,1,0.26,0.2576,0.7,0.194
806,1,0.26,0.2273,0.65,0.4179
807,1,0.26,0.2273,0.6,0.3284
808,1,0.26,0.2879,0.6,0.0896
809,1,0.26,0.2273,0.6,0.3582
810,1,0.26,0.2576,0.6,0.2239
811,1,0.26,0.2576,0.6,0.2239
812,1,0.24,0.2424,0.65,0.1642
813,1,0.24,0.2576,0.65,0.1045
814,1,0.28,0.2879,0.56,0.1045
815,1,0.3,0.2879,0.52,0.2537
816,1,0.32,0.303,0.49,0.2537
817,1,0.34,0.3333,0.46,0.0
818,1,0.34,0.3636,0.46,0.0
819,1,0.34,0.3485,0.46,0.0896
820,1,0.34,0.3485,0.46,0.0896
821,1,0.34,0.3485,0.49,0.1045
822,1,0.34,0.3636,0.46,0.0
823,1,0.3,0.303,0.56,0.1642
824,1,0.28,0.2879,0.61,0.1343
825,1,0.28,0.2879,0.61,0.1045
826,1,0.26,0.303,0.6,0.0
827,1,0.26,0.303,0.6,0.0
828,1,0.24,0.2879,0.65,0.0
829,1,0.24,0.2879,0.65,0.0
830,1,0.22,0.2727,0.75,0.0
831,1,0.2,0.2576,0.8,0.0
832,1,0.2,0.2576,0.86,0.0
833,1,0.2,0.2576,0.86,0.0
834,1,0.2,0.2576,0.86,0.0
835,1,0.18,0.2424,0.93,0.0
836,1,0.18,0.2424,0.86,0.0
837,2,0.16,0.2273,1.0,0.0
838,1,0.22,0.2727,0.8,0.0
839,1,0.24,0.2576,0.75,0.1045
840,1,0.3,0.3182,0.65,0.0896
841,2,0.32,0.3485,0.62,0.0
842,2,0.36,0.3636,0.57,0.0896
843,2,0.36,0.3636,0.57,0.0896
844,2,0.38,0.3939,0.54,0.0896
845,2,0.36,0.3485,0.57,0.1343
846,2,0.32,0.3182,0.7,0.1642
847,2,0.34,0.3333,0.66,0.1343
848,2,0.32,0.3485,0.7,0.0
849,2,0.32,0.3333,0.7,0.1045
850,1,0.32,0.3485,0.7,0.0
851,1,0.28,0.303,0.81,0.0896
852,2,0.3,0.3333,0.81,0.0
853,2,0.28,0.3182,0.87,0.0
854,2,0.28,0.3182,0.87,0.0
855,2,0.26,0.2727,0.93,0.1045
856,3,0.28,0.2727,0.93,0.1642
857,1,0.26,0.2576,0.93,0.1642
858,1,0.26,0.2273,0.81,0.3284
859,1,0.26,0.2273,0.7,0.3284
860,1,0.24,0.197,0.65,0.4179
861,1,0.24,0.197,0.56,0.4925
862,1,0.24,0.197,0.52,0.4925
863,1,0.22,0.1818,0.47,0.5522
864,1,0.22,0.1818,0.47,0.4627
865,1,0.24,0.197,0.38,0.4925
866,2,0.24,0.197,0.32,0.4478
867,1,0.22,0.197,0.37,0.4179
868,1,0.22,0.197,0.35,0.3881
869,1,0.22,0.1818,0.35,0.5224
870,1,0.22,0.1818,0.32,0.5821
871,1,0.2,0.1818,0.32,0.3881
872,1,0.16,0.1212,0.4,0.4627
873,1,0.16,0.1364,0.4,0.3284
874,1,0.14,0.1061,0.33,0.4627
875,1,0.12,0.1061,0.33,0.3582
876,1,0.12,0.1061,0.33,0.3284
877,1,0.1,0.0758,0.36,0.3582
878,1,0.1,0.1061,0.36,0.2239
879,1,0.08,0.0758,0.38,0.2836
880,1,0.06,0.0758,0.45,0.1343
881,1,0.06,0.1061,0.45,0.1045
882,1,0.06,0.1515,0.45,0.0
883,1,0.06,0.1061,0.49,0.1045
884,1,0.1,0.1364,0.42,0.0
885,1,0.12,0.1364,0.39,0.1642
886,1,0.14,0.1818,0.36,0.0
887,2,0.14,0.1515,0.43,0.1642
888,2,0.18,0.1818,0.4,0.2239
889,1,0.18,0.1667,0.4,0.2537
890,1,0.2,0.1818,0.34,0.2985
891,2,0.2,0.1818,0.34,0.2836
892,2,0.2,0.197,0.37,0.2537
893,2,0.2,0.197,0.34,0.2537
894,2,0.18,0.1667,0.47,0.2985
895,3,0.14,0.1212,0.86,0.2537
896,3,0.14,0.1515,0.86,0.1642
897,2,0.14,0.1515,0.86,0.1642
898,3,0.16,0.1667,0.8,0.1642
899,3,0.16,0.1515,0.8,0.194
900,3,0.14,0.1364,0.86,0.194
901,3,0.14,0.1515,0.8,0.1343
902,3,0.14,0.1515,0.8,0.1343
903,2,0.14,0.1364,0.59,0.2239
904,2,0.12,0.1212,0.5,0.2239
905,2,0.12,0.1212,0.54,0.2836
906,1,0.1,0.0758,0.5,0.4179
907,1,0.1,0.0758,0.49,0.3284
908,1,0.12,0.1061,0.42,0.3582
909,1,0.12,0.1061,0.42,0.2985
910,1,0.14,0.1212,0.39,0.3582
911,1,0.16,0.1364,0.34,0.3881
912,1,0.18,0.1667,0.29,0.2985
913,1,0.2,0.1818,0.27,0.2836
914,1,0.2,0.197,0.25,0.2537
915,1,0.2,0.1818,0.27,0.2985
916,1,0.18,0.1818,0.26,0.194
917,1,0.16,0.1818,0.28,0.1343
918,1,0.14,0.1667,0.28,0.1045
919,1,0.14,0.1818,0.31,0.0896
920,1,0.14,0.2121,0.39,0.0
921,1,0.12,0.197,0.39,0.0
922,1,0.12,0.1515,0.42,0.1045
923,1,0.1,0.1364,0.49,0.1045
924,1,0.1,0.1364,0.54,0.0896
925,1,0.1,0.1364,0.54,0.0896
926,1,0.08,0.1212,0.63,0.0896
927,1,0.1,0.1818,0.68,0.0
928,1,0.08,0.1667,0.73,0.0
929,1,0.1,0.1212,0.74,0.1642
930,1,0.12,0.1212,0.74,0.2239
931,1,0.14,0.1364,0.69,0.194
932,1,0.22,0.2273,0.47,0.1343
933,1,0.22,0.2273,0.47,0.1343
934,1,0.24,0.2273,0.35,0.194
935,1,0.3,0.2879,0.26,0.2537
936,1,0.32,0.3182,0.21,0.1642
937,1,0.3,0.2879,0.28,0.194
938,1,0.3,0.3333,0.24,0.0
939,1,0.28,0.3182,0.28,0.0
940,1,0.26,0.303,0.33,0.0
941,1,0.22,0.2273,0.55,0.1343
942,1,0.2,0.2121,0.59,0.1343
943,1,0.2,0.2273,0.64,0.0896
944,1,0.18,0.2424,0.69,0.0
945,1,0.16,0.197,0.69,0.0896
946,1,0.14,0.2121,0.86,0.0
947,1,0.14,0.2121,0.8,0.0
948,1,0.12,0.197,0.8,0.0
949,1,0.12,0.1667,0.74,0.0896
950,1,0.12,0.1667,0.74,0.0896
951,1,0.12,0.1364,0.93,0.194
952,1,0.12,0.1515,0.8,0.1045
953,1,0.14,0.1515,0.86,0.1343
954,1,0.16,0.1818,0.64,0.1343
955,1,0.22,0.2121,0.41,0.2537
956,1,0.3,0.2727,0.28,0.3284
957,1,0.3,0.2727,0.39,0.4627
958,1,0.3,0.2727,0.39,0.4179
959,1,0.34,0.3182,0.31,0.2836
960,1,0.34,0.303,0.29,0.4179
961,1,0.34,0.303,0.29,0.4179
962,1,0.32,0.2879,0.31,0.5224
963,1,0.28,0.2576,0.38,0.3284
964,1,0.28,0.2727,0.38,0.1642
965,1,0.26,0.2576,0.41,0.2239
966,1,0.26,0.303,0.41,0.0
967,1,0.24,0.2576,0.44,0.0896
968,1,0.22,0.2273,0.51,0.1343
969,1,0.2,0.2273,0.64,0.1045
970,1,0.2,0.2273,0.59,0.0896
971,2,0.2,0.2273,0.75,0.0896
972,2,0.2,0.2273,0.69,0.1045
973,2,0.2,0.2121,0.69,0.1642
974,2,0.2,0.2121,0.69,0.1343
975,2,0.22,0.2727,0.55,0.0
976,2,0.22,0.2273,0.64,0.194
977,2,0.24,0.2273,0.6,0.2239
978,1,0.3,0.2727,0.45,0.3284
979,1,0.32,0.2879,0.39,0.4478
980,1,0.36,0.3182,0.32,0.4627
981,1,0.38,0.3939,0.29,0.3582
982,2,0.4,0.4091,0.3,0.4179
983,2,0.4,0.4091,0.3,0.2985
984,2,0.42,0.4242,0.28,0.3284
985,1,0.42,0.4242,0.28,0.3284
986,1,0.4,0.4091,0.32,0.2985
987,1,0.4,0.4091,0.35,0.2836
988,1,0.4,0.4091,0.35,0.3284
989,1,0.4,0.4091,0.35,0.3582
990,1,0.4,0.4091,0.35,0.2985
991,1,0.4,0.4091,0.35,0.3582
992,1,0.38,0.3939,0.37,0.3582
993,1,0.38,0.3939,0.37,0.3582
994,1,0.36,0.3333,0.4,0.2985
995,1,0.34,0.3182,0.46,0.2239
996,1,0.32,0.303,0.53,0.2836
997,1,0.32,0.303,0.53,0.2836
998,1,0.34,0.303,0.46,0.2985
999,1,0.34,0.303,0.46,0.2985
1000,1,0.38,0.3939,0.4,0.4627
1001,1,0.4,0.4091,0.37,0.3881
1002,1,0.44,0.4394,0.33,0.2239
1003,1,0.52,0.5,0.23,0.2537
1004,1,0.56,0.5303,0.22,0.4478
1005,1,0.58,0.5455,0.19,0.3881
1006,1,0.6,0.5909,0.15,0.4925
1007,1,0.56,0.5303,0.21,0.6567
1008,1,0.52,0.5,0.27,0.4627
1009,1,0.46,0.4545,0.33,0.6119
1010,1,0.4,0.4091,0.4,0.6119
1011,1,0.38,0.3939,0.43,0.4925
1012,1,0.36,0.3182,0.46,0.4627
1013,1,0.36,0.3182,0.5,0.5224
1014,1,0.34,0.2879,0.46,0.6567
1015,1,0.32,0.2879,0.49,0.4925
1016,1,0.3,0.2727,0.49,0.4179
1017,1,0.3,0.2424,0.42,0.7761
1018,1,0.28,0.2273,0.41,0.6866
1019,1,0.22,0.1818,0.37,0.5224
1020,1,0.22,0.1818,0.32,0.4627
1021,1,0.2,0.1818,0.32,0.3284
1022,1,0.2,0.1818,0.32,0.3582
1023,1,0.2,0.1818,0.32,0.3582
1024,1,0.22,0.197,0.29,0.4478
1025,1,0.24,0.2121,0.27,0.2836
1026,1,0.26,0.2424,0.25,0.2537
1027,1,0.28,0.2727,0.24,0.2537
1028,1,0.32,0.303,0.21,0.2239
1029,1,0.34,0.3182,0.19,0.2239
1030,1,0.34,0.3333,0.19,0.1642
1031,1,0.34,0.3182,0.19,0.2537
1032,1,0.32,0.303,0.22,0.2239
1033,1,0.3,0.303,0.22,0.1343
1034,1,0.28,0.2879,0.26,0.1343
1035,1,0.26,0.2727,0.33,0.1045
1036,1,0.24,0.2879,0.52,0.0
1037,1,0.24,0.2879,0.44,0.0
1038,2,0.22,0.2576,0.44,0.0896
1039,1,0.22,0.2576,0.41,0.0896
1040,1,0.2,0.2273,0.44,0.0896
1041,2,0.2,0.197,0.47,0.194
1042,1,0.2,0.197,0.51,0.194
1043,1,0.2,0.197,0.47,0.194
1044,1,0.2,0.197,0.55,0.2239
1045,2,0.2,0.197,0.55,0.2239
1046,2,0.22,0.2273,0.55,0.1642
1047,1,0.24,0.2121,0.52,0.2836
1048,1,0.26,0.2273,0.41,0.3881
1049,1,0.34,0.303,0.34,0.2985
1050,1,0.38,0.3939,0.32,0.3284
1051,1,0.42,0.4242,0.3,0.3582
1052,1,0.46,0.4545,0.28,0.4179
1053,1,0.46,0.4545,0.28,0.4179
1054,1,0.46,0.4545,0.31,0.3881
1055,1,0.46,0.4545,0.28,0.2836
1056,1,0.4,0.4091,0.4,0.2239
1057,1,0.34,0.3182,0.53,0.2239
1058,1,0.38,0.3939,0.43,0.194
1059,1,0.36,0.3485,0.46,0.194
1060,1,0.34,0.3333,0.53,0.194
1061,1,0.38,0.3939,0.4,0.2239
1062,1,0.34,0.3333,0.53,0.194
1063,1,0.34,0.3182,0.53,0.2239
1064,2,0.34,0.3182,0.53,0.2239
1065,1,0.34,0.3333,0.53,0.194
1066,1,0.32,0.3182,0.57,0.194
1067,1,0.32,0.3333,0.66,0.0896
1068,1,0.3,0.303,0.7,0.1343
1069,1,0.32,0.3333,0.57,0.1045
1070,1,0.32,0.3333,0.57,0.0896
1071,1,0.36,0.3485,0.57,0.194
1072,1,0.38,0.3939,0.54,0.194
1073,2,0.44,0.4394,0.44,0.2537
1074,1,0.48,0.4697,0.41,0.2239
1075,1,0.54,0.5152,0.34,0.2239
1076,1,0.6,0.6212,0.31,0.2239
1077,1,0.6,0.6061,0.28,0.2537
1078,2,0.56,0.5303,0.35,0.2985
1079,2,0.58,0.5455,0.32,0.2985
1080,2,0.54,0.5152,0.42,0.2836
1081,1,0.48,0.4697,0.55,0.3284
1082,1,0.48,0.4697,0.59,0.3284
1083,1,0.52,0.5,0.55,0.3881
1084,1,0.5,0.4848,0.59,0.2836
1085,1,0.46,0.4545,0.67,0.2985
1086,1,0.44,0.4394,0.72,0.2836
1087,1,0.44,0.4394,0.72,0.2239
1088,1,0.44,0.4394,0.72,0.2836
1089,1,0.46,0.4545,0.67,0.2537
1090,1,0.46,0.4545,0.67,0.2537
1091,2,0.46,0.4545,0.67,0.1045
1092,2,0.44,0.4394,0.72,0.1642
1093,2,0.42,0.4242,0.77,0.2239
1094,2,0.42,0.4242,0.77,0.194
1095,2,0.42,0.4242,0.77,0.194
1096,2,0.44,0.4394,0.72,0.2239
1097,1,0.44,0.4394,0.72,0.1642
1098,1,0.5,0.4848,0.59,0.194
1099,1,0.6,0.6212,0.43,0.194
1100,1,0.66,0.6212,0.36,0.2985
1101,1,0.66,0.6212,0.36,0.3284
1102,1,0.66,0.6212,0.36,0.2836
1103,1,0.66,0.6212,0.34,0.3582
1104,1,0.64,0.6212,0.33,0.3284
1105,1,0.62,0.6212,0.29,0.5821
1106,1,0.6,0.6212,0.31,0.194
1107,1,0.58,0.5455,0.21,0.4925
1108,1,0.54,0.5152,0.1,0.2537
1109,1,0.52,0.5,0.08,0.2836
1110,1,0.48,0.4697,0.12,0.4925
1111,1,0.46,0.4545,0.14,0.4179
1112,1,0.44,0.4394,0.13,0.3881
1113,1,0.42,0.4242,0.14,0.2985
1114,1,0.4,0.4091,0.15,0.3284
1115,1,0.4,0.4091,0.15,0.3284
1116,1,0.4,0.4091,0.17,0.4179
1117,1,0.38,0.3939,0.17,0.5224
1118,1,0.38,0.3939,0.17,0.5821
1119,1,0.4,0.4091,0.16,0.6567
1120,1,0.42,0.4242,0.16,0.5821
1121,1,0.44,0.4394,0.16,0.5821
1122,1,0.44,0.4394,0.18,0.4925
1123,1,0.44,0.4394,0.16,0.6119
1124,1,0.46,0.4545,0.15,0.6567
1125,1,0.44,0.4394,0.16,0.7463
1126,1,0.44,0.4394,0.16,0.6418
1127,1,0.42,0.4242,0.19,0.6119
1128,1,0.36,0.3182,0.25,0.4478
1129,1,0.34,0.303,0.29,0.3582
1130,1,0.32,0.2879,0.28,0.5224
1131,1,0.32,0.2727,0.26,0.5522
1132,1,0.3,0.2576,0.28,0.4925
1133,1,0.28,0.2424,0.33,0.4478
1134,1,0.26,0.2121,0.35,0.4478
1135,1,0.24,0.197,0.41,0.4627
1136,1,0.24,0.197,0.41,0.5522
1137,1,0.22,0.1818,0.44,0.5522
1138,1,0.22,0.1818,0.44,0.5522
1139,1,0.2,0.1818,0.47,0.2985
1140,1,0.18,0.1667,0.51,0.2537
1141,1,0.2,0.2273,0.51,0.1045
1142,1,0.22,0.2121,0.47,0.2836
1143,2,0.26,0.2576,0.41,0.194
1144,2,0.3,0.303,0.33,0.1642
1145,1,0.3,0.3182,0.33,0.1045
1146,1,0.34,0.3333,0.29,0.0
1147,1,0.36,0.3485,0.27,0.1642
1148,1,0.36,0.3636,0.27,0.0896
1149,1,0.36,0.3636,0.29,0.0896
1150,1,0.34,0.3485,0.33,0.1642
1151,2,0.34,0.3333,0.36,0.1343
1152,2,0.34,0.3333,0.36,0.1343
1153,2,0.34,0.3636,0.42,0.0
1154,2,0.32,0.3485,0.53,0.0
1155,2,0.32,0.303,0.57,0.2239
1156,2,0.3,0.303,0.61,0.1642
1157,2,0.34,0.303,0.42,0.3284
1158,2,0.34,0.303,0.42,0.3284
1159,2,0.34,0.303,0.42,0.3284
1160,2,0.34,0.303,0.42,0.2985
1161,1,0.32,0.3182,0.45,0.1642
1162,2,0.34,0.3636,0.36,0.0
1163,2,0.42,0.4242,0.26,0.2985
1164,2,0.42,0.4242,0.26,0.2836
1165,2,0.32,0.303,0.57,0.2985
1166,2,0.32,0.303,0.57,0.2836
1167,2,0.32,0.303,0.57,0.2537
1168,2,0.32,0.3333,0.57,0.1045
1169,2,0.32,0.3182,0.66,0.194
1170,3,0.3,0.2727,0.81,0.3284
1171,2,0.32,0.303,0.76,0.2537
1172,2,0.3,0.2727,0.7,0.4478
1173,3,0.28,0.2424,0.75,0.4179
1174,2,0.28,0.2576,0.75,0.3881
1175,2,0.24,0.2121,0.87,0.3582
1176,2,0.24,0.2121,0.87,0.3582
1177,3,0.24,0.2121,0.81,0.3881
1178,3,0.22,0.197,0.75,0.4478
1179,3,0.2,0.1667,0.75,0.4179
1180,3,0.2,0.1667,0.75,0.4179
1181,2,0.12,0.1212,0.8,0.2836
1182,2,0.12,0.1212,0.8,0.2836
1183,2,0.12,0.1212,0.8,0.2537
1184,2,0.14,0.1212,0.74,0.2537
1185,1,0.16,0.1818,0.69,0.0
1186,1,0.16,0.2273,0.64,0.0
1187,1,0.2,0.2273,0.59,0.1045
1188,1,0.22,0.2273,0.55,0.1642
1189,1,0.22,0.2273,0.55,0.194
1190,1,0.24,0.2273,0.48,0.194
1191,1,0.22,0.2273,0.51,0.1642
1192,1,0.22,0.2121,0.51,0.2239
1193,1,0.22,0.2273,0.47,0.1343
1194,1,0.2,0.1818,0.47,0.2836
1195,1,0.2,0.197,0.47,0.2239
1196,1,0.2,0.197,0.47,0.2537
1197,1,0.16,0.1515,0.43,0.2537
1198,1,0.16,0.1515,0.43,0.2537
1199,1,0.14,0.1364,0.5,0.194
1200,1,0.14,0.1515,0.46,0.1642
1201,1,0.12,0.1515,0.5,0.1343
1202,1,0.12,0.1364,0.5,0.1642
1203,1,0.12,0.1515,0.5,0.1045
1204,1,0.12,0.1515,0.5,0.1045
1205,1,0.12,0.1515,0.54,0.1343
1206,1,0.14,0.1515,0.54,0.1642
1207,1,0.18,0.2121,0.51,0.0896
1208,1,0.2,0.2576,0.4,0.0
1209,1,0.24,0.2576,0.41,0.1045
1210,1,0.26,0.2879,0.35,0.0896
1211,1,0.3,0.3182,0.28,0.0896
1212,1,0.32,0.3333,0.29,0.1045
1213,1,0.34,0.3485,0.25,0.0896
1214,1,0.34,0.3636,0.25,0.0
1215,1,0.34,0.3485,0.25,0.0896
1216,1,0.32,0.3333,0.26,0.0896
1217,1,0.3,0.3333,0.33,0.0
1218,1,0.24,0.2424,0.6,0.1642
1219,1,0.24,0.2879,0.48,0.0
1220,1,0.24,0.2879,0.48,0.0
1221,1,0.22,0.2576,0.55,0.0896
1222,1,0.22,0.2576,0.55,0.0896
1223,1,0.22,0.2576,0.6,0.0896
1224,1,0.2,0.2273,0.64,0.0896
1225,1,0.2,0.2121,0.64,0.1343
1226,1,0.2,0.2121,0.69,0.1343
1227,1,0.2,0.197,0.69,0.194
1228,1,0.2,0.197,0.72,0.194
1229,1,0.24,0.2273,0.7,0.2239
1230,2,0.24,0.2121,0.75,0.2985
1231,2,0.26,0.2424,0.7,0.2836
1232,2,0.32,0.2879,0.57,0.3881
1233,2,0.36,0.3333,0.53,0.3582
1234,2,0.38,0.3939,0.54,0.2985
1235,2,0.4,0.4091,0.5,0.2985
1236,3,0.4,0.4091,0.54,0.3881
1237,3,0.38,0.3939,0.62,0.2836
1238,3,0.36,0.3485,0.66,0.194
1239,2,0.34,0.303,0.87,0.3284
1240,3,0.34,0.303,0.93,0.2985
1241,2,0.34,0.303,0.93,0.3582
1242,2,0.34,0.303,0.87,0.3284
1243,3,0.34,0.3182,0.87,0.2836
1244,2,0.32,0.303,0.93,0.2239
1245,3,0.32,0.3485,0.93,0.0
1246,2,0.32,0.3485,1.0,0.0
1247,2,0.32,0.3485,1.0,0.0
1248,2,0.32,0.3333,0.93,0.1045
1249,2,0.32,0.3333,0.93,0.1045
1250,3,0.34,0.3485,0.93,0.0896
1251,3,0.34,0.3333,1.0,0.1343
1252,3,0.36,0.3485,0.93,0.1343
1253,3,0.34,0.303,0.93,0.3582
1254,3,0.42,0.4242,0.94,0.3284
1255,1,0.52,0.5,0.77,0.4478
1256,3,0.54,0.5152,0.6,0.4627
1257,3,0.54,0.5152,0.6,0.4627
1258,3,0.56,0.5303,0.56,0.6119
1259,1,0.46,0.4545,0.41,0.806
1260,1,0.32,0.2879,0.49,0.4627
1261,1,0.32,0.2727,0.49,0.7463
1262,1,0.32,0.2879,0.49,0.4925
1263,1,0.3,0.2727,0.52,0.4478
1264,1,0.3,0.2576,0.49,0.6119
1265,1,0.28,0.2576,0.48,0.3881
1266,1,0.26,0.2121,0.48,0.4478
1267,1,0.26,0.2273,0.48,0.3284
1268,1,0.24,0.2273,0.52,0.194
1269,1,0.24,0.2121,0.52,0.2985
1270,1,0.22,0.197,0.6,0.3582
1271,1,0.22,0.2273,0.55,0.1343
1272,2,0.22,0.2576,0.6,0.0896
1273,2,0.22,0.2424,0.64,0.1045
1274,1,0.22,0.2727,0.6,0.0
1275,1,0.22,0.2576,0.6,0.0896
